902/921,920,901,status,main_number,cd,number,[HL]GPレンズ検索シート,brand_name,color_name,wearing_period,price,pcs,maxpower,dia,g_dia,bc,water_content,kinou,spec,obj_color,bandle,/Users/asano/Desktop/data_sample/Links/,lens_gazou,kurome_gazou,chame_gazou,sample_image,lens_image,black_eyes,brown_eyes,/Users/asano/マイドライブ（yuuki-asano@hotelovers.co.jp）/【※フォルダ名編集禁止】109販促画像格納/1day,/Users/asano/Desktop/data/Links/,power,bandle_siji,QUIZ_E&J,QUIZ_Cc,comment,delete_comment,cc_main_number,cc_brand_name,cc_color_name,cc_brandxcolor,cc_wearing_period,cc,cc_dia,cc_g_dia,cc_okasan,cc_seisa
TRUE,TRUE,OK,-,MT0022,urpa,4871,他社,超モテコン,うるうるパール,1day,"1,650",10,0,14.2,13.6,8.6,38.5,-,-,#c9d3d7,-,https://drive.google.com/file/d/1pLNic4srztkdziH6-6L28S0ddgfRc0Cy/view?usp=drivesdk,https://drive.google.com/file/d/1wwc2DM1MFsI9XXMeWY5YhK1-B6mxbnaF/view?usp=drivesdk,https://drive.google.com/drive/folders/1M8eb1Ocbc1TcZXElU0vk7VliICxDGIfs,https://drive.google.com/drive/folders/16ywljxePnpLetdKGYcvwwH-lDH6Z2FaF,/Users/asano/Desktop/data/Links/1day/超モテコン/うるうるパール/thumbnail.jpg,/Users/asano/Desktop/data/Links/1day/超モテコン/うるうるパール/lens.jpg,/Users/asano/Desktop/data/Links/1day/超モテコン/うるうるパール/黒目/black.jpg,/Users/asano/Desktop/data/Links/1day/超モテコン/うるうるパール/茶目/brown.jpg,https://static.growthpalette.com/front/assets/hl2/img/search-contact-lens/image/data/item/PC/thumb/MT0022-URPA-1.jpg,https://static.growthpalette.com/front/assets/hl2/img/search-contact-lens/image/data/item/PC/thumb/MT0022-URPA-3.jpg,度なしのみ,-,MT0022うるうるパール,ベージュ,色素薄めちゅるんで美少女の瞳に♡,色素薄めちゅるんで美少女の瞳に♡,NCOL0001,エヌズコレクション,魚,NCOL0001魚,1day,グレー,14.2mm,13.2mm,グレー,1
TRUE,TRUE,OK,-,MT0022,omtc,4872,他社,超モテコン,おしゃモテトリコ,1day,"1,650",10,0,14.2,13.6,8.6,38.5,-,-,#c9d3d7,-,https://drive.google.com/file/d/1N0tWDfeFMSB8idVTZc0MYthYxnN-7dmD/view?usp=drivesdk,https://drive.google.com/file/d/16iSXYJHbOhvMmwiktFGor_kqMci0Z7kk/view?usp=drivesdk,https://drive.google.com/drive/folders/1u8A_6PHxxMjce47yRBgTF7t-tvkZCz_n,https://drive.google.com/drive/folders/1l0hajkv9yyCGlTeutjszZml8wP-J0wQ4,/Users/asano/Desktop/data/Links/1day/超モテコン/おしゃモテトリコ/thumbnail.jpg,/Users/asano/Desktop/data/Links/1day/超モテコン/おしゃモテトリコ/lens.jpg,/Users/asano/Desktop/data/Links/1day/超モテコン/おしゃモテトリコ/黒目/black.jpg,/Users/asano/Desktop/data/Links/1day/超モテコン/おしゃモテトリコ/茶目/brown.jpg,https://static.growthpalette.com/front/assets/hl2/img/search-contact-lens/image/data/item/PC/thumb/MT0022-OMTC-1.jpg,https://static.growthpalette.com/front/assets/hl2/img/search-contact-lens/image/data/item/PC/thumb/MT0022-OMTC-3.jpg,度なしのみ,-,MT0022おしゃモテトリコ,"ベージュ,ブラウン","学校でも使えそうなナチュラル茶コン！
全体的にふんわりな雰囲気になる♪",-,NCOL0001,エヌズコレクション,玉こんにゃく,NCOL0001玉こんにゃく,1day,グレー,14.2mm,13.0mm,グレー,1
TRUE,TRUE,OK,-,MT0022,omrg,4873,他社,超モテコン,おしゃモテリング,1day,"1,650",10,0,14.2,13.6,8.6,38.5,-,-,#c9d3d7,-,https://drive.google.com/file/d/1jEX-sP5jpkWic2c2DLHgIso5bQdo_ogb/view?usp=drivesdk,https://drive.google.com/file/d/1HggUjwOwcJhe15LB-6aesG-2OZrs7UKr/view?usp=drivesdk,https://drive.google.com/drive/folders/167ygRa-v8C0KwssOd_31OITmuBnZ3DJS,https://drive.google.com/drive/folders/1q6gTXShL76ErZapTQFoF4E3H1zTRKozD,/Users/asano/Desktop/data/Links/1day/超モテコン/おしゃモテリング/thumbnail.jpg,/Users/asano/Desktop/data/Links/1day/超モテコン/おしゃモテリング/lens.jpg,/Users/asano/Desktop/data/Links/1day/超モテコン/おしゃモテリング/黒目/black.jpg,/Users/asano/Desktop/data/Links/1day/超モテコン/おしゃモテリング/茶目/brown.jpg,https://static.growthpalette.com/front/assets/hl2/img/search-contact-lens/image/data/item/PC/thumb/MT0022-OMRG-1.jpg,https://static.growthpalette.com/front/assets/hl2/img/search-contact-lens/image/data/item/PC/thumb/MT0022-OMRG-3.jpg,度なしのみ,-,MT0022おしゃモテリング,ピンク,こっそり水光でちゅるっとかわいい色素薄い系,こっそり水光でちゅるっとかわいい色素薄い系,NCOL0001,エヌズコレクション,天ぷら,NCOL0001天ぷら,1day,ベージュ,14.2mm,12.5mm,ベージュ,1
TRUE,TRUE,OK,-,MT0022,tmch,4874,他社,超モテコン,つやモテチェリー,1day,"1,650",10,0,14.2,13.6,8.6,38.5,-,-,#c9d3d7,-,https://drive.google.com/file/d/1QrqfNQp4GvGIPehVnHDuIWXcz75Azkg0/view?usp=drivesdk,https://drive.google.com/file/d/1czcVRYmjj92oPkopor1QLLz7Rr6rgFWj/view?usp=drivesdk,https://drive.google.com/drive/folders/1zhiz82wi6XZHutFSTmmn-BC0iTtvmjO_,https://drive.google.com/drive/folders/1QV31uznWXvv-qIEK8sJzojOs63IT4CA0,/Users/asano/Desktop/data/Links/1day/超モテコン/つやモテチェリー/thumbnail.jpg,/Users/asano/Desktop/data/Links/1day/超モテコン/つやモテチェリー/lens.jpg,/Users/asano/Desktop/data/Links/1day/超モテコン/つやモテチェリー/黒目/black.jpg,/Users/asano/Desktop/data/Links/1day/超モテコン/つやモテチェリー/茶目/brown.jpg,https://static.growthpalette.com/front/assets/hl2/img/search-contact-lens/image/data/item/PC/thumb/MT0022-TMCH-1.jpg,https://static.growthpalette.com/front/assets/hl2/img/search-contact-lens/image/data/item/PC/thumb/MT0022-TMCH-3.jpg,度なしのみ,-,MT0022つやモテチェリー,ブラウン,黒目でも発色する赤みピンク♡,-,MT0027,ベイビーモテコン,ベイビーぎゃる,MT0027ベイビーぎゃる,1day,"ベージュ,ブラウン",15.0mm,14.6mm,ベージュ,1
TRUE,TRUE,OK,-,MT0022,tmby,4875,他社,超モテコン,つやモテベイビー,1day,"1,650",10,0,14.2,13.6,8.6,38.5,-,-,#c9d3d7,-,https://drive.google.com/file/d/14Nh2-ienzZc7K1ko8hSRxPsefxiBhRFA/view?usp=drivesdk,https://drive.google.com/file/d/1Y5WF5KOER5cYpcbc0MDODXAkrCuh-mR-/view?usp=drivesdk,https://drive.google.com/drive/folders/1x3M3L8r4WclUz6SU49V5ecptczpmBVTc,https://drive.google.com/drive/folders/1HBgoIAVPSzJn2sC0_VMxADB_bkVyQF5c,/Users/asano/Desktop/data/Links/1day/超モテコン/つやモテベイビー/thumbnail.jpg,/Users/asano/Desktop/data/Links/1day/超モテコン/つやモテベイビー/lens.jpg,/Users/asano/Desktop/data/Links/1day/超モテコン/つやモテベイビー/黒目/black.jpg,/Users/asano/Desktop/data/Links/1day/超モテコン/つやモテベイビー/茶目/brown.jpg,https://static.growthpalette.com/front/assets/hl2/img/search-contact-lens/image/data/item/PC/thumb/MT0022-TMBY-1.jpg,https://static.growthpalette.com/front/assets/hl2/img/search-contact-lens/image/data/item/PC/thumb/MT0022-TMBY-3.jpg,度なしのみ,-,MT0022つやモテベイビー,ブラウン,"DIA14.2mmにまじで見えないくらいでかぁ...
ちょーバブい顔になる！",-,MT0027,ベイビーモテコン,ベイビーチーク,MT0027ベイビーチーク,1day,ピンク,15.0mm,14.6mm,ピンク,1
TRUE,TRUE,OK,-,MT0022,tmrg,4876,他社,超モテコン,つやモテリング,1day,"1,650",10,0,14.2,13.6,8.6,38.5,-,-,#c9d3d7,-,https://drive.google.com/file/d/153t-370RVzAYhtqa7kTrqMJoE1JaFruz/view?usp=drivesdk,https://drive.google.com/file/d/1aPbOeYhBZBBC58Pv1eDq8bf2ZVeIuLg1/view?usp=drivesdk,https://drive.google.com/drive/folders/1bffDePjGO3fGWyM_kFHT1oYgaySdp_t0,https://drive.google.com/drive/folders/1tvwKVIfpVcJaV25KpyyEv-GkxD2WJf3t,/Users/asano/Desktop/data/Links/1day/超モテコン/つやモテリング/thumbnail.jpg,/Users/asano/Desktop/data/Links/1day/超モテコン/つやモテリング/lens.jpg,/Users/asano/Desktop/data/Links/1day/超モテコン/つやモテリング/黒目/black.jpg,/Users/asano/Desktop/data/Links/1day/超モテコン/つやモテリング/茶目/brown.jpg,https://static.growthpalette.com/front/assets/hl2/img/search-contact-lens/image/data/item/PC/thumb/MT0022-TMRG-1.jpg,https://static.growthpalette.com/front/assets/hl2/img/search-contact-lens/image/data/item/PC/thumb/MT0022-TMRG-3.jpg,度なしのみ,-,MT0022つやモテリング,ブラウン,"ただのナチュラルじゃ物足りないそこの方！
必見！",ただのナチュラルじゃ物足りないそこの方！必見！,MT0027,ベイビーモテコン,ベイビーチョコ,MT0027ベイビーチョコ,1day,ブラウン,15.0mm,14.6mm,ブラウン,1
TRUE,TRUE,OK,-,MT0023,umhn,4877,他社,超モテコン,ウルトラメガハニー,1day,"1,650",10,0,14.5,14,8.6,38.5,-,-,#c9d3d7,-,https://drive.google.com/open?id=1YL4_sYhByVwUZ3JNhegpgQv2XPe8JmdN&usp=drive_copy,https://drive.google.com/file/d/12TaBLvTBcDw1icnJla3NrlIoieLE51OQ/view?usp=drivesdk,https://drive.google.com/drive/folders/1-5ERe_xtAuhgQWPuGl6YW2SxEJd4MGqp,https://drive.google.com/drive/folders/1HhmMR-k9g0y83BGLU_q53N85vftVsb5W,/Users/asano/Desktop/data/Links/1day/超モテコン/ウルトラメガハニー/thumbnail.jpg,/Users/asano/Desktop/data/Links/1day/超モテコン/ウルトラメガハニー/lens.jpg,/Users/asano/Desktop/data/Links/1day/超モテコン/ウルトラメガハニー/黒目/black.jpg,/Users/asano/Desktop/data/Links/1day/超モテコン/ウルトラメガハニー/茶目/brown.jpg,https://static.growthpalette.com/front/assets/hl2/img/search-contact-lens/image/data/item/PC/thumb/MT0023-UMHN-1.jpg,https://static.growthpalette.com/front/assets/hl2/img/search-contact-lens/image/data/item/PC/thumb/MT0023-UMHN-3.jpg,度なしのみ,-,MT0023ウルトラメガハニー,"ブラウン,ベージュ","はちみつみたいなぷるんと質感で
自然と光が入ってくれる✨️",-,MT0027,ベイビーモテコン,ベイビーフェイス,MT0027ベイビーフェイス,1day,ブラウン,15.0mm,14.6mm,ブラウン,1
TRUE,TRUE,OK,-,MT0023,umby,4878,他社,超モテコン,ウルトラメガベイビー,1day,"1,650",10,0,14.5,14,8.6,38.5,-,-,#c9d3d7,-,https://drive.google.com/open?id=1O4z0xhDxxUMLIHp_PGJ2CotQ2jwL4XGR&usp=drive_copy,https://drive.google.com/file/d/1M5RWHO5D_lOU1FMwbmBbsectO7BygZ-O/view?usp=drivesdk,https://drive.google.com/drive/folders/198GPMj1HwyfDm8Gi4VX7L3GLhJ0gai0k,https://drive.google.com/drive/folders/1DmNZxFU2aWpXb4PnxK5lAcODsJa7zjKT,/Users/asano/Desktop/data/Links/1day/超モテコン/ウルトラメガベイビー/thumbnail.jpg,/Users/asano/Desktop/data/Links/1day/超モテコン/ウルトラメガベイビー/lens.jpg,/Users/asano/Desktop/data/Links/1day/超モテコン/ウルトラメガベイビー/黒目/black.jpg,/Users/asano/Desktop/data/Links/1day/超モテコン/ウルトラメガベイビー/茶目/brown.jpg,https://static.growthpalette.com/front/assets/hl2/img/search-contact-lens/image/data/item/PC/thumb/MT0023-UMBY-1.jpg,https://static.growthpalette.com/front/assets/hl2/img/search-contact-lens/image/data/item/PC/thumb/MT0023-UMBY-3.jpg,度なしのみ,-,MT0023ウルトラメガベイビー,ブラウン,"学校でも使えると話題...
透け感強いから鬼先生からは逃げて！",-,MT0027,ベイビーモテコン,ベイビーベイビー,MT0027ベイビーベイビー,1day,ブラウン,15.0mm,14.6mm,ブラウン,1
TRUE,TRUE,OK,-,MT0023,cmcg,4879,他社,超モテコン,超盛れキャンディグレー,1day,"1,650",10,0,14.5,14,8.6,58,"モイスト,UVカット","モイスト,UVカット",#c9d3d7,-,https://drive.google.com/file/d/1Rq7gG85nJqpAai9eWiBFJ32GyZf7WFPI/view?usp=drivesdk,https://drive.google.com/file/d/10ZGQEiCmGSXULrmpcxH2CYwIiF1H4YRS/view?usp=drivesdk,https://drive.google.com/drive/folders/1fWa8IMnZ8Ctm5sKW5pnqC_sswUuOFK3U,https://drive.google.com/drive/folders/1rcZIQH17ObsNArsZeFOoUV_9mabY3dQ3,/Users/asano/Desktop/data/Links/1day/超モテコン/超盛れキャンディグレー/thumbnail.jpg,/Users/asano/Desktop/data/Links/1day/超モテコン/超盛れキャンディグレー/lens.jpg,/Users/asano/Desktop/data/Links/1day/超モテコン/超盛れキャンディグレー/黒目/black.jpg,/Users/asano/Desktop/data/Links/1day/超モテコン/超盛れキャンディグレー/茶目/brown.jpg,https://static.growthpalette.com/img/post/47d2b3a4-2a73-4099-8ee4-8a06cd917baf/7186872209cc4702dcf445330dc573a6.jpg,https://static.growthpalette.com/img/post/d38b6d70-9b2d-4936-8029-56bf3b53fa2e/3e37eeadfcc36a80e33aa9a7858734de.jpg,度なしのみ,-,MT0023超盛れキャンディグレー,"ベージュ,ブラウン","ちょぴっと青いグレーに太めフチで
ドーリーなきゅるんと目に！",-,MT0027,ベイビーモテコン,ベイビーメープル,MT0027ベイビーメープル,1day,"ブラウン,ベージュ",15.0mm,14.6mm,ブラウン,1
TRUE,TRUE,OK,-,MT0023,cmsb,4880,他社,超モテコン,超盛れシュガーベージュ,1day,"1,650",10,0,14.5,14,8.6,58,"モイスト,UVカット,6","モイスト,UVカット",#c9d3d7,-,https://drive.google.com/file/d/1tu5nQUV-MbYHOAVeqwetvSIZm2RXrtE_/view?usp=drivesdk,https://drive.google.com/file/d/1XTvuKGQXq834sLc8b7nIVlo_pjPt4PpL/view?usp=drivesdk,https://drive.google.com/drive/folders/1mQ2-GlfgdUtcm46diSPpWQUYQ8Vu73l2,https://drive.google.com/drive/folders/1wWNfpo6eCcMBES35URtg4QbDObwacOWV,/Users/asano/Desktop/data/Links/1day/超モテコン/超盛れシュガーベージュ/thumbnail.jpg,/Users/asano/Desktop/data/Links/1day/超モテコン/超盛れシュガーベージュ/lens.jpg,/Users/asano/Desktop/data/Links/1day/超モテコン/超盛れシュガーベージュ/黒目/black.jpg,/Users/asano/Desktop/data/Links/1day/超モテコン/超盛れシュガーベージュ/茶目/brown.jpg,https://static.growthpalette.com/img/post/391fdb4b-d3b1-4185-8418-4cda4ffc0844/30a65d7250bfe759e835284ccfacd928.jpg,https://static.growthpalette.com/img/post/86ec2db7-4b35-4c65-8cbf-8cb21e743bcd/3236fa607494964ed4f00993d2ddbe19.jpg,度なし（±0.00）〜6.00,-,MT0023超盛れシュガーベージュ,ブラウン,"ふんわり太フチに明るいベージュが
かんわいすぎる！！♡",ふんわり太フチに明るいベージュがかんわいすぎる！！♡,MT0027,ベイビーモテコン,ベイビーリングブラウン,MT0027ベイビーリングブラウン,1day,ブラウン,15.0mm,14.6mm,ブラウン,1
TRUE,TRUE,OK,-,MT0023,cmrp,4881,他社,超モテコン,超盛れリングパール,1day,"1,650",10,0,14.5,14,8.6,58,"モイスト,UVカット","モイスト,UVカット",#c9d3d7,-,https://drive.google.com/file/d/1qkuQiogrbg1hLak1Hu9BbuMXZjGsxq3a/view?usp=drivesdk,https://drive.google.com/open?id=11SqfwRlvXqelG1iGWeZuYBH64M1HdSPY&usp=drive_copy,https://drive.google.com/drive/folders/1hOFcf02YaQ8YR6lX7ZX4Nm3L5snwQghZ,https://drive.google.com/drive/folders/16JdMLB-xfcuPpUivU1ToYxAnTs5cCyE2,/Users/asano/Desktop/data/Links/1day/超モテコン/超盛れリングパール/thumbnail.jpg,/Users/asano/Desktop/data/Links/1day/超モテコン/超盛れリングパール/lens.jpg,/Users/asano/Desktop/data/Links/1day/超モテコン/超盛れリングパール/黒目/black.jpg,/Users/asano/Desktop/data/Links/1day/超モテコン/超盛れリングパール/茶目/brown.jpg,https://static.growthpalette.com/img/post/8137573a-9968-4fc8-b483-7538ec78644c/170bad58c8051fb633d488b6ffaaf226.jpg,https://static.growthpalette.com/img/post/e4cece42-33da-4b0a-a2f5-677cbfa962b7/d83722c53ca1230556e2f6031b250d2b.png,度なしのみ,-,MT0023超盛れリングパール,ブラウン,"みんな大好き細フチ甘めグレー
青っぽグレーなので特にブルベさん好きそう！",-,MT0027,ベイビーモテコン,ベイビーリングベージュ,MT0027ベイビーリングベージュ,1day,"ベージュ,ブラウン",15.0mm,14.6mm,ブラウン,1
TRUE,TRUE,OK,-,MT0023,cmrb,4882,他社,超モテコン,超盛れリングベージュ,1day,"1,650",10,0,14.5,14,8.6,58,"モイスト,UVカット","モイスト,UVカット",#c9d3d7,-,https://drive.google.com/file/d/1s_NRWuPVkSVC25lYE1_v2IUl-Vak3FLP/view?usp=drivesdk,https://drive.google.com/open?id=1LQXSR9GFWlH-fngKZEFIO9UoSLAigAg8&usp=drive_copy,https://drive.google.com/drive/folders/1CP9VwxBig-FSUDd-vWk561c198GVbEiD,https://drive.google.com/drive/folders/1nkOT8-v0guF6v3txv0lhOgJqOtGiH_Or,/Users/asano/Desktop/data/Links/1day/超モテコン/超盛れリングベージュ/thumbnail.jpg,/Users/asano/Desktop/data/Links/1day/超モテコン/超盛れリングベージュ/lens.jpg,/Users/asano/Desktop/data/Links/1day/超モテコン/超盛れリングベージュ/黒目/black.jpg,/Users/asano/Desktop/data/Links/1day/超モテコン/超盛れリングベージュ/茶目/brown.jpg,https://static.growthpalette.com/img/post/8f829492-8ba7-4a30-b8b7-15537414a0d6/d786dcd3382634db966216ce40ae2d90.jpg,https://static.growthpalette.com/img/post/3be179e9-6c76-41f7-a8be-aed91514a4eb/12d036070facd0d1568bf9ec843ab206.png,度なしのみ,-,MT0023超盛れリングベージュ,ベージュ,"ちゅるんなミルクティカラー！
色素薄めで大人かわいい♡",ちゅるんなミルクティカラー！色素薄めで大人かわいい♡,MT0027,ベイビーモテコン,ベイビーリングモカ,MT0027ベイビーリングモカ,1day,ブラウン,15.0mm,14.6mm,ブラウン,1
TRUE,TRUE,OK,-,MT0031,hmbr,4883,他社,超モテコン,本命ブラウン,1month,"1,650",2,0,14,13.2,8.6,38.5,-,-,#a08061,-,https://drive.google.com/file/d/1g64wKPytzXfvG-FtU3juSNdog8BtyIGR/view?usp=drivesdk,https://drive.google.com/file/d/1V7nymjmwZ0rvYT-n0BaOtMPlJtoyPVH1/view?usp=drivesdk,https://drive.google.com/drive/folders/1EHQJOgSJP0uCY6havIHdpRu5nfI7G_my,https://drive.google.com/drive/folders/1Bd5YeVRPdH1iNx9xlkWprzJt1QDKb2NT,/Users/asano/Desktop/data/Links/1month/超モテコン/本命ブラウン/thumbnail.jpg,/Users/asano/Desktop/data/Links/1month/超モテコン/本命ブラウン/lens.jpg,/Users/asano/Desktop/data/Links/1month/超モテコン/本命ブラウン/黒目/black.jpg,/Users/asano/Desktop/data/Links/1month/超モテコン/本命ブラウン/茶目/brown.jpg,https://static.growthpalette.com/img/post/3647426d-c7c9-4327-b051-f8c8dcf41d63/a9ac4f93274ee48cfa8460ea7acbf949.jpg,https://static.growthpalette.com/img/post/b0d28fdc-c1cd-491e-bc7d-999bd1f8f2b2/f453ee75636fef623df92da399d6933e.jpg,度なしのみ,-,MT0031本命ブラウン,"ブラック,ブラウン",学校でもフチあり着けたい人へ♡,-,MT0032,ベイビーモテコン,ベイビーりぼんアイドル,MT0032ベイビーりぼんアイドル,1month,ブラウン,15.0mm,14.6mm,ブラウン,1
TRUE,TRUE,OK,-,MT0031,sabr,4884,他社,超モテコン,最初のブラウン,1month,"1,650",2,0,14,13.2,8.6,38.5,-,-,#a08061,-,https://drive.google.com/file/d/1-BsDwb28ODr-lsRVg--mO3bUPPZ48BRh/view?usp=drivesdk,https://drive.google.com/file/d/1bP8_aHc1XPGa6aYS12-3OMJq5emx7pZU/view?usp=drivesdk,https://drive.google.com/drive/folders/1xoCXVmsvW2maujmyrfZyHm2KhD4A_pOs,https://drive.google.com/drive/folders/1WjcECNy86lqXli2zOEqC754A-mQqsn4R,/Users/asano/Desktop/data/Links/1month/超モテコン/最初のブラウン/thumbnail.jpg,/Users/asano/Desktop/data/Links/1month/超モテコン/最初のブラウン/lens.jpg,/Users/asano/Desktop/data/Links/1month/超モテコン/最初のブラウン/黒目/black.jpg,/Users/asano/Desktop/data/Links/1month/超モテコン/最初のブラウン/茶目/brown.jpg,https://static.growthpalette.com/img/post/b4ee77e7-5918-47a6-8888-42bfdc83ea5d/eeebcf67fbca639e40409f2ae7679cc4.jpg,https://static.growthpalette.com/img/post/c0fdafbd-6f54-443d-8982-f09297885401/db092ddbb706075ca584ed69dbb89fc9.jpg,度なしのみ,-,MT0031最初のブラウン,ブラック,"赤みよりのふんわりブラウンだから
裸眼をちょっとアップデート出来る！",-,MT0032,ベイビーモテコン,ベイビーりぼんギャル,MT0032ベイビーりぼんギャル,1month,ベージュ,15.0mm,14.6mm,ベージュ,1
TRUE,TRUE,OK,-,MT0018,urdl,4885,他社,超モテコン,うるうるドール,1month,"1,650",2,0,14.2,13.6,8.6,38.5,-,-,#a08061,-,https://drive.google.com/file/d/17PT4od52sY_qDMz9toO-Gn-QqkCkJjZA/view?usp=drivesdk,https://drive.google.com/file/d/1tV3v-qS8Li8DYloOJNkfyQI07Sn63bqg/view?usp=drivesdk,https://drive.google.com/drive/folders/1neyvuxXGCHybGd7vyT4pyW1pt-FqfxdH,https://drive.google.com/drive/folders/1ZNbBCytX_3ndoAobBAeCVNYIDsbOJ5Oa,/Users/asano/Desktop/data/Links/1month/超モテコン/うるうるドール/thumbnail.jpg,/Users/asano/Desktop/data/Links/1month/超モテコン/うるうるドール/lens.jpg,/Users/asano/Desktop/data/Links/1month/超モテコン/うるうるドール/黒目/black.jpg,/Users/asano/Desktop/data/Links/1month/超モテコン/うるうるドール/茶目/brown.jpg,https://static.growthpalette.com/front/assets/hl2/img/search-contact-lens/image/data/item/PC/thumb/MT0018-URDL-1.jpg,https://static.growthpalette.com/front/assets/hl2/img/search-contact-lens/image/data/item/PC/thumb/MT0018-URDL-4.jpg,度なしのみ,-,MT0018うるうるドール,ベージュ,"彩度低めのブラウンだから
ブルベさんも使いやすい茶色カラコン",-,MT0032,ベイビーモテコン,ベイビーりぼんドール,MT0032ベイビーりぼんドール,1month,"ブラック,ブラウン",15.0mm,14.6mm,ブラウン,1
TRUE,TRUE,OK,-,MT0018,urpa,4886,他社,超モテコン,うるうるパール,1month,"1,650",2,-10,14.2,13.6,8.6,38.5,-,-,#a08061,-,https://drive.google.com/file/d/1tnFMUJkHb8Cw-P2jK8IPUi4bX4ExGnjN/view?usp=drivesdk,https://drive.google.com/file/d/1lW6i8_VT0qyli-priPK0c5RQSPxV5VOS/view?usp=drivesdk,https://drive.google.com/drive/folders/1stjmLR1cxubQyoHEwiBQ_yJmodZtY3pO,https://drive.google.com/drive/folders/1W7_GKSB4RdPCxPan1jGO-PuW-mtPOki9,/Users/asano/Desktop/data/Links/1month/超モテコン/うるうるパール/thumbnail.jpg,/Users/asano/Desktop/data/Links/1month/超モテコン/うるうるパール/lens.jpg,/Users/asano/Desktop/data/Links/1month/超モテコン/うるうるパール/黒目/black.jpg,/Users/asano/Desktop/data/Links/1month/超モテコン/うるうるパール/茶目/brown.jpg,https://static.growthpalette.com/front/assets/hl2/img/search-contact-lens/image/data/item/PC/thumb/MT0018-URPA-1.jpg,https://static.growthpalette.com/front/assets/hl2/img/search-contact-lens/image/data/item/PC/thumb/MT0018-URPA-4.jpg,度なしのみ,-,MT0018うるうるパール,"ベージュ,ブラウン",色素薄めちゅるんで美少女の瞳に♡,色素薄めちゅるんで美少女の瞳に♡,MT0032,ベイビーモテコン,ベイビーりぼんベイビー,MT0032ベイビーりぼんベイビー,1month,ブラック,15.0mm,14.6mm,ブラック,1
TRUE,TRUE,OK,-,MT0018,omtc,4887,他社,超モテコン,おしゃモテトリコ,1month,"1,650",2,-10,14.2,13.6,8.6,38.5,-,-,#a08061,-,https://drive.google.com/file/d/1WOB1tZ15lNy1EEvQQm1AZzaPAktGtFFa/view?usp=drivesdk,https://drive.google.com/file/d/1fHZiQmBNywlk5-3svD_FNkmhNu6JPU6l/view?usp=drivesdk,https://drive.google.com/drive/folders/1FTzX3kCYTjAAHIGVtAX-QiLja7c_IUkZ,https://drive.google.com/drive/folders/1mlpE01_gBhHCs1bDx5I2m29dTNUq1eBj,/Users/asano/Desktop/data/Links/1month/超モテコン/おしゃモテトリコ/thumbnail.jpg,/Users/asano/Desktop/data/Links/1month/超モテコン/おしゃモテトリコ/lens.jpg,/Users/asano/Desktop/data/Links/1month/超モテコン/おしゃモテトリコ/黒目/black.jpg,/Users/asano/Desktop/data/Links/1month/超モテコン/おしゃモテトリコ/茶目/brown.jpg,https://static.growthpalette.com/front/assets/hl2/img/search-contact-lens/image/data/item/PC/thumb/MT0018-OMTC-1.jpg,https://static.growthpalette.com/front/assets/hl2/img/search-contact-lens/image/data/item/PC/thumb/MT0018-OMTC-3.jpg,度なしのみ,-,MT0018おしゃモテトリコ,"ブラウン,ピンク","学校でも使えそうなナチュラル茶コン！
全体的にふんわりな雰囲気になる♪",-,WN0001,ワナフ,クッショングロー,WN0001クッショングロー,1day,ベージュ,14.2mm,13.55mm,ベージュ,1
TRUE,TRUE,OK,-,MT0018,omrg,4888,他社,超モテコン,おしゃモテリング,1month,"1,650",2,-10,14.2,13.6,8.6,38.5,-,-,#a08061,-,https://drive.google.com/file/d/1F7faimxbitfeTDVsiFjfnTPskzECvyCo/view?usp=drivesdk,https://drive.google.com/file/d/1w8iyrha0OBkpR33_DdoOUOGkclgpGIdM/view?usp=drivesdk,https://drive.google.com/drive/folders/1rn4_zgSLAZKHgizKA7lPOodebw5dAxVX,https://drive.google.com/drive/folders/1atC4GuZtoG5UkL-8UrtspnBokzwMnK9B,/Users/asano/Desktop/data/Links/1month/超モテコン/おしゃモテリング/thumbnail.jpg,/Users/asano/Desktop/data/Links/1month/超モテコン/おしゃモテリング/lens.jpg,/Users/asano/Desktop/data/Links/1month/超モテコン/おしゃモテリング/黒目/black.jpg,/Users/asano/Desktop/data/Links/1month/超モテコン/おしゃモテリング/茶目/brown.jpg,https://static.growthpalette.com/front/assets/hl2/img/search-contact-lens/image/data/item/PC/thumb/MT0018-OMRG-1.jpg,https://static.growthpalette.com/front/assets/hl2/img/search-contact-lens/image/data/item/PC/thumb/MT0018-OMRG-3.jpg,度なしのみ,-,MT0018おしゃモテリング,グレー,"こっそり水光で
ちゅるっとかわいい色素薄い系♡",-,WN0001,ワナフ,グラスミラー,WN0001グラスミラー,1day,"ベージュ,ブラウン",14.2mm,12.9mm,ベージュ,1
